sessionId,runIndex,versionName,status,stopSource,stopReason,startedAt,endedAt,durationMs,runTimerWhiteAt,firstSalmonSpawnAt,secondSalmonSpawnAt,thirdSalmonSpawnAt,runEndDetectedAt,pouchesDetected,pouchesDetectedCount,runecraftLevel,colossalCapacity,greatGuardianVerified,greatGuardianClicks,altarLoopsConfirmed,estimatedRunesConfirmedLower,estimatedRunesConfirmedUpper,estimatedRunesPendingLower,estimatedRunesPendingUpper,salmonPortalClicks,salmonPortalConfirmations,chargedCellAttempts,chargedCellVerified,workbenchClicks,workbenchFallbackCount,workbenchTotalMs,salmonMiningTotalMs,altarTotalMs,redPortalSearches,redPortalMisses,redPortalTotalMs,activeRuneChanges,activeRuneTimerAvgMs,guardianTimerRefusals,guardianNoTargetScans,cameraRotateCount,objectMissCounts,altarEnterAt,altarExitAt,altarClickAt,workbenchStartAt,workbenchEndAt,salmonMiningStartAt,salmonMiningEndAt,greatGuardianClickAt,greatGuardianConfirmedAt,chargedCellClickAt,chargedCellConfirmedAt,runeDepositClickAt,runeDepositConfirmedAt
20260508-220906,4,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-09T02:09:06.850Z,2026-05-09T02:09:16.464Z,9614,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,null,null,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20260509-082143,1,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-09T12:21:43.825Z,2026-05-09T12:25:32.579Z,228754,2026-05-09T12:22:41.187Z,,,,2026-05-09T12:25:32.577Z,colossal,1,77,27,0,1,0,0,0,49,50,0,0,1,1,3,0,84714,0,0,1,0,669,2,19807,0,0,0,,,,2026-05-09T12:24:54.322Z|2026-05-09T12:25:01.282Z|2026-05-09T12:25:04.894Z,2026-05-09T12:24:05.795Z|2026-05-09T12:24:28.703Z|2026-05-09T12:24:45.830Z,2026-05-09T12:24:27.688Z|2026-05-09T12:24:44.775Z|,,,2026-05-09T12:25:16.325Z,,2026-05-09T12:25:23.095Z,2026-05-09T12:25:26.011Z,2026-05-09T12:25:26.863Z,2026-05-09T12:25:32.577Z
20260509-082532,2,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-09T12:25:32.593Z,2026-05-09T12:30:25.064Z,292471,2026-05-09T12:26:13.021Z,2026-05-09T12:28:52.098Z,,,,colossal,1,77,27,1,1,1,48,49,0,0,1,1,1,1,3,0,147103,13291,0,1,0,652,6,19783,0,12,13,guardian:12|salmonPortal:2,,,2026-05-09T12:28:28.002Z|2026-05-09T12:28:33.640Z|2026-05-09T12:28:37.262Z,2026-05-09T12:27:40.333Z|2026-05-09T12:28:19.812Z,2026-05-09T12:28:02.184Z|,2026-05-09T12:29:04.859Z,2026-05-09T12:29:18.150Z,2026-05-09T12:28:46.033Z,2026-05-09T12:28:50.818Z,2026-05-09T12:28:50.908Z,2026-05-09T12:28:54.185Z,,
20260509-083032,1,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-09T12:30:32.903Z,2026-05-09T12:30:55.433Z,22530,,,,,,colossal,1,77,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,guardian:3,,,,,,,,,,,,,
20260509-084437,1,optimized-mining-workbench-travel-time,stopped_bot,bot,gotr-round-restart,2026-05-09T12:44:37.428Z,2026-05-09T12:54:17.474Z,580046,2026-05-09T12:45:40.544Z,2026-05-09T12:48:19.710Z,2026-05-09T12:50:35.735Z,2026-05-09T12:52:59.735Z,null,colossal,1,77,27,4,5,4,159,163,0,0,2,1,5,5,17,32,247040,11124,0,5,0,3094,20,19848,3,0,5,runeDeposit:1|salmonPortal:7,null,null,2026-05-09T12:47:59.191Z|2026-05-09T12:48:05.553Z|2026-05-09T12:48:09.760Z|2026-05-09T12:49:21.805Z|2026-05-09T12:49:29.083Z|2026-05-09T12:49:32.825Z|2026-05-09T12:50:46.152Z|2026-05-09T12:50:53.955Z|2026-05-09T12:50:57.476Z|2026-05-09T12:51:53.592Z|2026-05-09T12:53:44.212Z,2026-05-09T12:47:05.439Z|2026-05-09T12:47:17.834Z|2026-05-09T12:47:46.729Z|2026-05-09T12:50:33.087Z|2026-05-09T12:51:41.840Z|2026-05-09T12:52:25.458Z|2026-05-09T12:52:30.786Z|2026-05-09T12:53:29.492Z|2026-05-09T12:53:34.422Z,2026-05-09T12:47:13.124Z|2026-05-09T12:47:30.383Z|2026-05-09T12:50:16.210Z|2026-05-09T12:51:38.854Z|2026-05-09T12:51:44.526Z|2026-05-09T12:52:28.125Z|2026-05-09T12:52:33.153Z|2026-05-09T12:53:31.746Z|2026-05-09T12:53:36.006Z,2026-05-09T12:48:33.975Z,2026-05-09T12:48:45.099Z,2026-05-09T12:49:08.520Z|2026-05-09T12:49:42.228Z|2026-05-09T12:51:08.701Z|2026-05-09T12:52:05.933Z|2026-05-09T12:54:00.950Z,2026-05-09T12:49:12.543Z|2026-05-09T12:49:48.509Z|2026-05-09T12:51:14.663Z|2026-05-09T12:52:11.939Z,2026-05-09T12:49:12.659Z|2026-05-09T12:49:48.606Z|2026-05-09T12:51:14.770Z|2026-05-09T12:52:12.059Z|2026-05-09T12:54:07.811Z,2026-05-09T12:49:16.378Z|2026-05-09T12:49:52.446Z|2026-05-09T12:51:17.493Z|2026-05-09T12:52:17.379Z|2026-05-09T12:54:10.334Z,2026-05-09T12:49:53.956Z|2026-05-09T12:51:18.250Z|2026-05-09T12:52:18.462Z|2026-05-09T12:54:11.061Z,2026-05-09T12:50:00.388Z|2026-05-09T12:51:24.229Z|2026-05-09T12:52:24.908Z
20260509-085417,2,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-09T12:54:17.485Z,2026-05-09T13:04:03.251Z,585766,2026-05-09T12:55:28.400Z,2026-05-09T12:58:05.505Z,2026-05-09T13:00:20.977Z,2026-05-09T13:02:44.927Z,2026-05-09T13:04:03.248Z,colossal,1,77,27,5,5,5,212,217,0,0,3,3,5,5,12,8,204502,26458,34229,5,1,4492,19,19904,2,2,4,altar:7|guardian:2|redPortal:1|salmonPortal:2,2026-05-09T12:58:58.182Z,2026-05-09T12:59:32.411Z,2026-05-09T12:57:44.009Z|2026-05-09T12:57:51.526Z|2026-05-09T12:57:54.816Z|2026-05-09T12:59:08.351Z|2026-05-09T12:59:17.231Z|2026-05-09T12:59:20.540Z|2026-05-09T13:00:53.497Z|2026-05-09T13:00:58.061Z|2026-05-09T13:01:01.381Z|2026-05-09T13:01:58.359Z|2026-05-09T13:02:03.822Z|2026-05-09T13:02:07.420Z|2026-05-09T13:03:31.980Z|2026-05-09T13:03:37.390Z|2026-05-09T13:03:40.783Z,2026-05-09T12:56:53.008Z|2026-05-09T12:57:30.883Z|2026-05-09T13:01:27.509Z|2026-05-09T13:01:44.225Z|2026-05-09T13:01:50.925Z|2026-05-09T13:02:35.289Z|2026-05-09T13:02:40.495Z,2026-05-09T12:57:14.495Z|2026-05-09T13:00:08.431Z|2026-05-09T13:01:43.080Z|2026-05-09T13:01:47.974Z|2026-05-09T13:01:52.724Z|2026-05-09T13:02:38.020Z|2026-05-09T13:02:42.112Z,2026-05-09T12:58:10.719Z|2026-05-09T13:00:26.658Z|2026-05-09T13:02:51.504Z,2026-05-09T12:58:21.841Z|2026-05-09T13:00:30.933Z|2026-05-09T13:03:02.565Z,2026-05-09T12:58:40.377Z|2026-05-09T12:59:32.829Z|2026-05-09T13:01:09.636Z|2026-05-09T13:02:15.288Z|2026-05-09T13:03:48.499Z,2026-05-09T12:58:43.084Z|2026-05-09T12:59:39.031Z|2026-05-09T13:01:14.855Z|2026-05-09T13:02:22.468Z|2026-05-09T13:03:53.154Z,2026-05-09T12:58:43.176Z|2026-05-09T12:59:39.193Z|2026-05-09T13:01:14.947Z|2026-05-09T13:02:22.577Z|2026-05-09T13:03:53.820Z,2026-05-09T12:58:48.827Z|2026-05-09T12:59:42.988Z|2026-05-09T13:01:18.062Z|2026-05-09T13:02:26.591Z|2026-05-09T13:03:56.477Z,2026-05-09T12:59:44.543Z|2026-05-09T13:01:19.591Z|2026-05-09T13:02:27.454Z|2026-05-09T13:03:57.464Z,2026-05-09T12:59:52.492Z|2026-05-09T13:01:26.651Z|2026-05-09T13:02:34.533Z|2026-05-09T13:04:03.248Z
20260509-090403,3,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-09T13:04:03.261Z,2026-05-09T13:14:04.715Z,601454,2026-05-09T13:05:04.389Z,2026-05-09T13:07:36.748Z,2026-05-09T13:10:02.142Z,2026-05-09T13:12:22.717Z,2026-05-09T13:14:04.713Z,colossal,1,77,27,4,6,4,162,166,49,50,3,2,5,5,9,4,281233,23105,0,5,0,2921,20,19763,15,4,8,guardian:3|salmonPortal:6,null,null,2026-05-09T13:07:14.892Z|2026-05-09T13:07:20.353Z|2026-05-09T13:07:24.018Z|2026-05-09T13:08:51.649Z|2026-05-09T13:08:56.764Z|2026-05-09T13:09:00.323Z|2026-05-09T13:10:41.341Z|2026-05-09T13:10:46.104Z|2026-05-09T13:10:49.747Z|2026-05-09T13:11:56.043Z|2026-05-09T13:13:24.244Z|2026-05-09T13:13:31.356Z|2026-05-09T13:13:35.591Z,2026-05-09T13:06:29.338Z|2026-05-09T13:07:07.322Z|2026-05-09T13:10:00.419Z|2026-05-09T13:11:44.752Z,2026-05-09T13:06:50.829Z|2026-05-09T13:09:44.136Z|2026-05-09T13:11:41.162Z|2026-05-09T13:11:46.937Z,2026-05-09T13:07:53.081Z|2026-05-09T13:12:45.333Z,2026-05-09T13:08:04.570Z|2026-05-09T13:12:56.949Z,2026-05-09T13:07:31.363Z|2026-05-09T13:09:08.465Z|2026-05-09T13:10:59.035Z|2026-05-09T13:11:07.266Z|2026-05-09T13:12:08.698Z|2026-05-09T13:13:48.150Z,2026-05-09T13:07:36.772Z|2026-05-09T13:09:15.610Z|2026-05-09T13:11:12.289Z|2026-05-09T13:12:15.206Z,2026-05-09T13:08:32.351Z|2026-05-09T13:09:15.724Z|2026-05-09T13:11:12.397Z|2026-05-09T13:12:15.356Z|2026-05-09T13:13:54.821Z,2026-05-09T13:08:35.901Z|2026-05-09T13:09:19.241Z|2026-05-09T13:11:17.621Z|2026-05-09T13:12:20.391Z|2026-05-09T13:13:57.990Z,2026-05-09T13:09:20.494Z|2026-05-09T13:11:19.323Z|2026-05-09T13:12:21.892Z|2026-05-09T13:13:58.872Z,2026-05-09T13:09:27.969Z|2026-05-09T13:11:25.072Z|2026-05-09T13:12:28.071Z|2026-05-09T13:14:04.713Z
20260509-091404,4,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-09T13:14:04.728Z,2026-05-09T13:14:13.154Z,8426,null,null,null,null,null,colossal,1,77,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20260509-091507,1,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-09T13:15:07.033Z,2026-05-09T13:23:24.250Z,497217,null,2026-05-09T13:17:25.390Z,2026-05-09T13:19:36.877Z,2026-05-09T13:21:59.084Z,2026-05-09T13:23:24.247Z,colossal,1,77,27,5,5,5,232,237,0,0,3,3,5,4,9,4,212983,31614,15317,5,0,3003,18,19943,1,0,2,altar:1|salmonPortal:4,2026-05-09T13:21:29.836Z,2026-05-09T13:21:45.153Z,2026-05-09T13:17:00.288Z|2026-05-09T13:17:05.984Z|2026-05-09T13:17:09.277Z|2026-05-09T13:18:31.783Z|2026-05-09T13:18:40.062Z|2026-05-09T13:18:43.700Z|2026-05-09T13:20:10.794Z|2026-05-09T13:20:18.571Z|2026-05-09T13:20:22.006Z|2026-05-09T13:21:30.250Z|2026-05-09T13:21:34.871Z|2026-05-09T13:21:38.409Z|2026-05-09T13:22:51.253Z|2026-05-09T13:22:56.670Z|2026-05-09T13:23:00.223Z,2026-05-09T13:16:12.594Z|2026-05-09T13:16:35.305Z|2026-05-09T13:16:51.200Z|2026-05-09T13:20:50.088Z|2026-05-09T13:21:19.695Z,2026-05-09T13:16:34.157Z|2026-05-09T13:16:50.085Z|2026-05-09T13:19:30.637Z|2026-05-09T13:21:05.689Z|2026-05-09T13:21:21.297Z,2026-05-09T13:17:42.096Z|2026-05-09T13:19:43.382Z|2026-05-09T13:22:09.256Z,2026-05-09T13:17:54.861Z|2026-05-09T13:19:50.794Z|2026-05-09T13:22:20.693Z,2026-05-09T13:17:17.354Z|2026-05-09T13:18:54.710Z|2026-05-09T13:20:31.058Z|2026-05-09T13:21:45.536Z|2026-05-09T13:23:08.227Z,2026-05-09T13:17:23.143Z|2026-05-09T13:19:00.983Z|2026-05-09T13:20:37.087Z|2026-05-09T13:21:51.836Z|2026-05-09T13:23:13.130Z,2026-05-09T13:17:23.264Z|2026-05-09T13:19:01.104Z|2026-05-09T13:20:37.244Z|2026-05-09T13:21:51.948Z|2026-05-09T13:23:13.743Z,2026-05-09T13:17:26.279Z|2026-05-09T13:19:06.010Z|2026-05-09T13:20:40.833Z|2026-05-09T13:21:55.876Z,2026-05-09T13:19:06.841Z|2026-05-09T13:20:42.402Z|2026-05-09T13:21:57.136Z|2026-05-09T13:23:18.992Z,2026-05-09T13:19:14.816Z|2026-05-09T13:20:49.496Z|2026-05-09T13:22:02.769Z|2026-05-09T13:23:24.247Z
20260509-092324,2,optimized-mining-workbench-travel-time,stopped_bot,bot,gotr-round-restart,2026-05-09T13:23:24.266Z,2026-05-09T13:32:44.311Z,560045,2026-05-09T13:24:21.249Z,2026-05-09T13:26:56.611Z,2026-05-09T13:29:16.931Z,2026-05-09T13:31:35.338Z,null,colossal,1,77,27,4,7,4,155,159,0,0,3,2,5,4,12,8,115185,22464,0,5,0,3059,20,19809,0,4,7,chargedCellDeposit:2|guardian:3|runeDeposit:1|salmonPortal:6,null,null,2026-05-09T13:26:40.099Z|2026-05-09T13:26:45.084Z|2026-05-09T13:26:48.963Z|2026-05-09T13:28:05.895Z|2026-05-09T13:28:10.546Z|2026-05-09T13:28:13.908Z|2026-05-09T13:29:25.442Z|2026-05-09T13:29:30.044Z|2026-05-09T13:29:33.825Z|2026-05-09T13:30:25.184Z|2026-05-09T13:31:09.807Z,2026-05-09T13:25:45.447Z|2026-05-09T13:26:07.968Z|2026-05-09T13:28:43.772Z|2026-05-09T13:29:15.064Z|2026-05-09T13:30:17.210Z|2026-05-09T13:30:53.702Z|2026-05-09T13:30:58.566Z,2026-05-09T13:26:06.650Z|2026-05-09T13:26:21.801Z|2026-05-09T13:28:58.807Z|2026-05-09T13:30:14.069Z|2026-05-09T13:30:18.786Z|2026-05-09T13:30:55.973Z|2026-05-09T13:31:00.828Z,2026-05-09T13:27:08.470Z|2026-05-09T13:31:46.465Z,2026-05-09T13:27:19.768Z|2026-05-09T13:31:57.631Z,2026-05-09T13:27:48.070Z|2026-05-09T13:28:22.758Z|2026-05-09T13:29:44.505Z|2026-05-09T13:30:34.333Z|2026-05-09T13:31:21.916Z|2026-05-09T13:31:29.627Z|2026-05-09T13:31:32.901Z,2026-05-09T13:27:50.695Z|2026-05-09T13:28:29.760Z|2026-05-09T13:29:50.718Z|2026-05-09T13:30:39.679Z,2026-05-09T13:27:50.806Z|2026-05-09T13:28:29.869Z|2026-05-09T13:29:50.830Z|2026-05-09T13:30:39.790Z|2026-05-09T13:32:25.152Z,2026-05-09T13:27:54.439Z|2026-05-09T13:28:34.433Z|2026-05-09T13:29:53.904Z|2026-05-09T13:30:43.718Z,2026-05-09T13:28:35.222Z|2026-05-09T13:29:54.632Z|2026-05-09T13:30:45.286Z|2026-05-09T13:32:37.732Z,2026-05-09T13:28:43.191Z|2026-05-09T13:30:00.753Z|2026-05-09T13:30:53.127Z
20260509-093244,3,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-09T13:32:44.314Z,2026-05-09T13:42:48.775Z,604461,2026-05-09T13:33:59.647Z,2026-05-09T13:36:30.543Z,2026-05-09T13:38:48.708Z,2026-05-09T13:41:13.801Z,2026-05-09T13:42:48.774Z,colossal,1,77,27,4,5,4,162,166,47,48,3,2,5,5,9,4,193978,17175,64458,5,2,6054,19,19808,1,1,8,altar:10|guardian:1|redPortal:2|salmonPortal:7,2026-05-09T13:37:31.776Z|2026-05-09T13:40:35.050Z,2026-05-09T13:38:04.123Z|2026-05-09T13:41:07.161Z,2026-05-09T13:36:14.759Z|2026-05-09T13:36:19.494Z|2026-05-09T13:36:22.827Z|2026-05-09T13:37:40.165Z|2026-05-09T13:37:49.800Z|2026-05-09T13:37:53.134Z|2026-05-09T13:39:21.849Z|2026-05-09T13:39:28.528Z|2026-05-09T13:39:31.818Z|2026-05-09T13:40:39.580Z|2026-05-09T13:40:47.413Z|2026-05-09T13:40:51.112Z|2026-05-09T13:42:09.848Z|2026-05-09T13:42:17.644Z|2026-05-09T13:42:20.908Z,2026-05-09T13:35:24.889Z|2026-05-09T13:36:02.386Z|2026-05-09T13:40:00.874Z|2026-05-09T13:40:20.322Z,2026-05-09T13:35:46.058Z|2026-05-09T13:38:38.716Z|2026-05-09T13:40:15.455Z|2026-05-09T13:40:22.220Z,2026-05-09T13:36:43.263Z|2026-05-09T13:38:58.902Z,2026-05-09T13:36:54.605Z|2026-05-09T13:39:04.735Z,2026-05-09T13:37:15.715Z|2026-05-09T13:38:04.519Z|2026-05-09T13:39:41.361Z|2026-05-09T13:41:07.585Z|2026-05-09T13:42:32.192Z,2026-05-09T13:37:19.732Z|2026-05-09T13:38:11.255Z|2026-05-09T13:39:46.516Z|2026-05-09T13:41:11.233Z,2026-05-09T13:37:19.846Z|2026-05-09T13:38:11.374Z|2026-05-09T13:39:46.612Z|2026-05-09T13:41:11.351Z|2026-05-09T13:42:39.645Z,2026-05-09T13:37:22.378Z|2026-05-09T13:38:16.250Z|2026-05-09T13:39:51.605Z|2026-05-09T13:41:14.251Z|2026-05-09T13:42:41.982Z,2026-05-09T13:38:17.012Z|2026-05-09T13:39:53.068Z|2026-05-09T13:42:42.948Z,2026-05-09T13:38:23.483Z|2026-05-09T13:40:00.313Z|2026-05-09T13:42:48.774Z
20260509-094248,4,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-09T13:42:48.783Z,2026-05-09T13:42:58.171Z,9388,null,null,null,null,null,colossal,1,77,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20260509-094334,1,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-09T13:43:34.746Z,2026-05-09T13:45:51.999Z,137253,null,null,null,null,null,colossal,1,77,27,0,0,0,0,0,0,0,0,0,0,0,3,0,37886,0,0,0,0,0,1,0,0,5,5,guardian:5,null,null,null,2026-05-09T13:44:58.150Z|2026-05-09T13:45:35.359Z,2026-05-09T13:45:19.396Z|null,null,null,null,null,null,null,null,null
20260509-095349,1,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-09T13:53:49.642Z,2026-05-09T14:01:55.040Z,485398,null,2026-05-09T13:55:49.979Z,2026-05-09T13:58:28.648Z,2026-05-09T14:00:21.068Z,2026-05-09T14:01:55.039Z,colossal,1,77,27,4,6,4,163,167,48,49,3,2,4,4,10,4,120975,22632,24549,5,0,2831,19,19756,16,5,8,altar:2|chargedCellDeposit:1|guardian:5|salmonPortal:7,2026-05-09T13:55:25.136Z,2026-05-09T13:55:49.685Z,2026-05-09T13:55:27.270Z|2026-05-09T13:55:36.428Z|2026-05-09T13:55:39.717Z|2026-05-09T13:56:45.397Z|2026-05-09T13:56:52.430Z|2026-05-09T13:56:55.998Z|2026-05-09T13:58:10.930Z|2026-05-09T13:58:15.747Z|2026-05-09T13:58:19.500Z|2026-05-09T13:59:37.416Z|2026-05-09T13:59:45.367Z|2026-05-09T13:59:49.093Z|2026-05-09T14:01:27.390Z|2026-05-09T14:01:31.935Z|2026-05-09T14:01:36.120Z,2026-05-09T13:54:33.064Z|2026-05-09T13:54:54.507Z|2026-05-09T13:57:27.061Z|2026-05-09T13:57:59.357Z|2026-05-09T13:59:14.732Z,2026-05-09T13:54:53.384Z|2026-05-09T13:55:08.616Z|2026-05-09T13:57:42.376Z|2026-05-09T13:59:08.694Z|2026-05-09T13:59:16.626Z,2026-05-09T13:55:59.015Z|2026-05-09T14:00:41.171Z,2026-05-09T13:56:10.496Z|2026-05-09T14:00:52.322Z,2026-05-09T13:56:32.711Z|2026-05-09T13:57:05.595Z|2026-05-09T13:58:34.058Z|2026-05-09T14:00:00.188Z|2026-05-09T14:00:09.297Z|2026-05-09T14:01:44.019Z,2026-05-09T13:56:36.891Z|2026-05-09T13:57:12.292Z|2026-05-09T13:58:40.713Z|2026-05-09T14:00:11.085Z,2026-05-09T13:56:37.022Z|2026-05-09T13:57:12.448Z|2026-05-09T13:58:40.823Z|2026-05-09T14:00:11.180Z,2026-05-09T13:56:40.232Z|2026-05-09T13:57:17.297Z|2026-05-09T13:58:45.621Z|2026-05-09T14:00:15.265Z,2026-05-09T13:57:18.496Z|2026-05-09T13:58:46.323Z|2026-05-09T14:00:16.656Z|2026-05-09T14:01:52.102Z,2026-05-09T13:57:26.363Z|2026-05-09T13:58:53.855Z|2026-05-09T14:00:22.236Z|2026-05-09T14:01:55.039Z
20260509-100155,2,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-09T14:01:55.043Z,2026-05-09T14:11:26.053Z,571010,2026-05-09T14:02:50.303Z,2026-05-09T14:05:28.574Z,2026-05-09T14:07:43.063Z,2026-05-09T14:10:07.559Z,2026-05-09T14:11:26.051Z,colossal,1,77,27,5,5,5,219,224,0,0,4,3,5,5,9,4,67314,28965,0,5,0,2882,20,19771,3,3,7,guardian:3|salmonPortal:8,null,null,2026-05-09T14:05:06.047Z|2026-05-09T14:05:13.734Z|2026-05-09T14:05:17.126Z|2026-05-09T14:06:45.501Z|2026-05-09T14:06:50.422Z|2026-05-09T14:06:54.164Z|2026-05-09T14:08:17.831Z|2026-05-09T14:08:24.928Z|2026-05-09T14:08:28.192Z|2026-05-09T14:09:31.708Z|2026-05-09T14:09:36.441Z|2026-05-09T14:09:40.443Z|2026-05-09T14:10:52.518Z|2026-05-09T14:10:57.432Z|2026-05-09T14:11:01.438Z,2026-05-09T14:04:15.318Z|2026-05-09T14:04:37.233Z|2026-05-09T14:07:21.409Z|2026-05-09T14:08:57.084Z|2026-05-09T14:09:19.018Z,2026-05-09T14:04:36.087Z|2026-05-09T14:04:51.713Z|2026-05-09T14:07:36.482Z|2026-05-09T14:09:12.369Z|2026-05-09T14:09:20.725Z,2026-05-09T14:05:52.139Z|2026-05-09T14:07:54.100Z|2026-05-09T14:10:18.771Z,2026-05-09T14:06:03.815Z|2026-05-09T14:08:00.142Z|2026-05-09T14:10:30.018Z,2026-05-09T14:05:27.705Z|2026-05-09T14:07:02.106Z|2026-05-09T14:08:37.839Z|2026-05-09T14:09:49.594Z|2026-05-09T14:11:10.463Z,2026-05-09T14:05:32.504Z|2026-05-09T14:07:07.642Z|2026-05-09T14:08:45.948Z|2026-05-09T14:09:55.286Z|2026-05-09T14:11:15.958Z,2026-05-09T14:06:29.771Z|2026-05-09T14:07:07.742Z|2026-05-09T14:08:46.044Z|2026-05-09T14:09:55.393Z|2026-05-09T14:11:16.049Z,2026-05-09T14:06:34.898Z|2026-05-09T14:07:12.995Z|2026-05-09T14:08:48.849Z|2026-05-09T14:09:59.532Z|2026-05-09T14:11:18.906Z,2026-05-09T14:07:14.028Z|2026-05-09T14:08:49.554Z|2026-05-09T14:10:00.247Z|2026-05-09T14:11:19.755Z,2026-05-09T14:07:20.852Z|2026-05-09T14:08:56.521Z|2026-05-09T14:10:07.593Z|2026-05-09T14:11:26.051Z
20260509-101126,3,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-09T14:11:26.063Z,2026-05-09T14:11:33.775Z,7712,null,null,null,null,null,colossal,1,77,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
